One Congress Street,Yes,Office,50 New Sudbury St.,2114,295722,59.1,,,"Convenience Store without Gas Station, Fast Food Restaurant, Office, Parking",1966,1394,4.7,17473530.5,0.824,0.175,0,5.9,,"Redevelopment of garage/office in process, new redevelopment will consist of 1 LEED Platinum building, 4 LEED Gold buildings and 1 LEED Silver building.",,302700000,"2014, 2015, 2016, 2017, "
50 Staniford,Yes,Medical Office,50 Staniford Street,2114,193230,77,64,,Medical Office,1974,1270.7,6.6,14871392.6,1,0,0,21.9,,,,470000,"2017, "
Shriners Hospitals for Children - Boston,Yes,Other - Specialty Hospital,51 Blossom,2114,270000,217.3,,,"Other - Specialty Hospital, Parking",1999,4356.5,16.1,58678383.2,0.412,0,0.588,22.7,,,,300600000,"2014, 2015, 2016, 2017, "
PHS-MGH Main Campus,Yes,Hospital (General Medical & Surgical),55 Fruit St.,2114,3912529,249.1,20,,"Hospital (General Medical & Surgical), Parking",1811,21589.2,5.5,974754814.8,0.415,0.004,0.581,24.8,,,,0300370000 0300445000 0300445001 0300370000,"2014, 2015, 2016, 2017, "
CO/GLC 6123006/6 BOWDOIN SQ/BOSTON/MA,Yes,Office,6 BOWDOIN SQ,2114,223538,165.8,3,,Office,1931,2880.9,12.9,37068162,0.761,0.239,0,16.4,,,,302628000,"2015, 2016, 2017, "
Andrew Dutton Co,Yes,Office,60 Canal St,2114,47040,53.4,95,,Office,1895,174.5,3.7,2509747.9,0.508,0.492,0,4.3,,,,301611000,"2016, 2017, "
Regina Cleri,Yes,Senior Care Community,60 Wm. Cardinal O'Connell Way,2114,72000,105.8,58,,Senior Care Community,1964,403.6,6.5,6607284.8,0.247,0.753,0,33,,,,300618000,"2015, 2016, 2017, "
Amy Lowell House: 65 Martha Road,Yes,Multifamily Housing,65 Martha Rd,2114,115000,76.5,6,,Multifamily Housing,1975,682.4,5.9,8797601.9,0.756,0.244,0,40,,,,300465000,"2016, 2017, "
67 91 N Washington Street,Yes,Office,77 North Washington Street,2114,120000,2.4,,,Office,1900,24.2,0.2,283312,1,0,0,1,,,,301509000,"2017, "
90 Canal St,Yes,Office,90 Canal St,2114,84000,,,,Office,1910,    ,0,  ,0,0,0,,,,,301619000,"2017, "
98 N. Washington Street,Yes,Office,98 N. Washington Street,2114,80528,17.8,100,,"Office, Parking",1986,103.2,1.3,1433997.3,0.583,0.417,0,,,,,301518000,"2015, 2016, 2017, "
One Bowdoin Square,Yes,Office,One Bowdoin Square,2114,144088,65.9,85,"2016, 2015","Office, Parking",1972,713.9,5,9502089.9,0.681,0.319,0,14.9,,,,302621000,"2014, 2015, 2016, 2017, "
One Bulfinch,Yes,Office,One Bulfinch PL ,2114,82876,293.1,,,Office,1972,2008.6,24.2,24293415.7,0.915,0.086,0,19.2,,,,302624000,"2017, "
Whittier Place Condos,Yes,Multifamily Housing,Six Whittier Place,2114,548844,64,62,,Multifamily Housing,1985,2205.3,4,35129829.1,0.299,0.701,0,46.5,,,,300450000,"2015, 2016, 2017, "
Museum of Science,Yes,Museum,8 Charles River Dam,02114-1099,460555,119.9,,,"Museum, Parking",1951,4102.2,8.9,55237268.2,0.437,0.034,0.529,19.5,,"In 2009, the Museum undertook a Detailed Energy Audit (as part of a comprehensive PerformanceContract Initiative) in order to reduce overall energy consumption by 16.27%. Baseline was established as the average over 2 years from April 2007 thru March 2009.  This goal has been surpassed.  The Baseline was also used to establish a 20% reduction by 2020.Cambridge Building Energy Reporting ID 512-4 & 512-2Water bills for 2015 only available through 11/30/15 next meter read not scheduled until April 30th 2016",,301290002,"2014, 2015, 2016, 2017, "
1 Palace Rd-collegeUniversity,Yes,College/University,1 Palace Rd,2115,110327,107.2,,,College/University,1995,1010.5,9.2,11826630.5,1,0,0,,,,,401844000,"2015, 2016, 2017, "
10 Coventry Street,Yes,College/University,10 Coventry Street,2115,69739,39.1,,,College/University,2004,193.8,2.8,2724332.9,0.557,0.443,0,25.1,,,,901381010,"2014, 2015, 2016, 2017, "
FARRAGUT,Municipal ,K-12 School,10 Fenwood Rd.,2115,35055,47.8,97,,K-12 School,1904,101.7,2.9,1676101.3,0.234,0.766,0,,,,,1000269000,"2016, 2017, "
Countway,Yes,Library,10 Shattuck St,2115,162771,182.3,,,Library,1963,1974.7,12.1,29665212.6,0.24,0,0.438,7.2,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,401882000,"2014, 2015, 2016, 2017, "
Morville House: 100 Norway Street,Yes,Multifamily Housing,100 Norway Street,2115,152987,67.6,77,,Multifamily Housing,1972,637.3,4.2,10339940.5,0.264,0.736,0,36.1,,,,401452000,"2017, "
Vanderbilt Hall,Yes,Residence Hall/Dormitory,107 Avenue Louis Pasteur,2115,165820,108.6,52,,Residence Hall/Dormitory,1927,1257.9,7.6,18001161.9,0.259,0,0.635,23.9,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,401850000,"2014, 2015, 2016, 2017, "
11 Tetlow Street - Tetlow Realty Associates,Yes,Multifamily Housing,11 Tetlow Street,2115,21779,1.7,,,Multifamily Housing,1918,2,0.1,37996.9,0,1,0,10.2,,,,401834000,"2017, "
International Village,Yes,College/University,1155-1175 Tremont Street,2115,495301,78,,,College/University,2009,2718.2,5.5,38623591.5,0.534,0.466,0,35.1,,,,"902704040, 902704050","2014, 2015, 2016, 2017, "
XII Stoneholm Condominium Trust,Yes,Multifamily Housing,12 Stoneholm St,2115,118301,25.8,99,,Multifamily Housing,1900,260.8,2.2,3052197.8,1,0,0,30.4,,,,401404000,"2015, 2016, 2017, "
Pizzi Family Trust,Yes,Other - Lodging/Residential,121 St Stephen St,2115,30645,,,,Other - Lodging/Residential,1899,    ,,  ,0,0,0,,,,,401673000,"2017, "
1249 Boylston Street,Yes,Mixed Use Property,1249 Boylston Street,2115,37495,89.9,,,"Office, Retail Store",1950,256.3,6.8,3369655.4,0.71,0.29,0,4.5,,,,504205000,"2016, 2017, "
"Asian,Kennedy,Smith Campus",Yes,College/University,"125,129,131 Hemenway street",2115,110798,79.6,,,College/University,1903,531.2,4.8,8817574.6,0.221,0.779,0,35.3,,,,"401728000, 401725000, 401726000, 401724000","2014, 2015, 2016, 2017, "
140 The Fenway,Yes,College/University,140 The Fenway,2115,148145,186.3,,,College/University,1912,1939.2,13.1,27597902.3,0.531,0.469,0,18.3,,,,401706000,"2014, 2015, 2016, 2017, "
Sophine LPS,Yes,Multifamily Housing,150 Huntington Avenue,2115,287281,,,,"Multifamily Housing, Parking",1980,  ,,  ,0,0,0,,,,,400864000,"2015, 2016, 2017, "
Saint Botolph,Yes,Multifamily Housing,150 Saint Botolph Street,2115,102004,75.4,59,,Multifamily Housing,1920,474.7,4.7,7687811.7,0.267,0.733,0,55.2,,,,402385000,"2016, 2017, "
"Residences at Copley Place, The",Yes,Multifamily Housing,16 Harcourt Street,2115,157450,30.4,80,,Multifamily Housing,1900,408.3,2.6,4778772.2,1,0,0,17.3,,,,400985010,"2015, 2016, 2017, "
16 Westland Avenue,Yes,Multifamily Housing,16 Westland Ave,2115,30702,81.5,87,,Multifamily Housing,1910,146.6,4.8,2502383.9,0.169,0.831,0,55.6,,,,401521000,"2015, 2016, 2017, "
Loftman Hall,Voluntary,College/University,"163, 157, 153 Hemenway Street",2115,53219,37.8,,,College/University,1909,120.7,2.3,2011374.5,0.213,0.787,0,12.7,,,,"401730000, 401731000, 401732000","2014, 2015, 2016, 2017, "
177 Huntington Ave.,Yes,Office,177 Huntington Ave.,2115,247733,146.2,44,2014,Office,1972,2630.6,10.6,36219268.2,0.327,0,0.673,21.1,,,,401150010,"2014, 2015, 2016, 2017, "
177 Longwood Ave Dorms-collegeUniversity,Yes,College/University,177 Longwood Ave Dorms,2115,95631,65.4,,,College/University,1995,534.3,5.6,6253003.5,1,0,0,23.7,,,,401844000,"2015, 2016, 2017, "
179 Longwood Ave-collegeUniversity,Yes,College/University,179 Longwood Ave,2115,347844,,,,College/University,1995,  ,,  ,0,0,0,,,,,401844000,"2015, 2016, 2017, "
Fenway Triangle Trilogy,Yes,Multifamily Housing,180 Brookline Ave,2115,469624,84.1,,,"Bank Branch, Food Sales, Multifamily Housing, Parking, Retail Store",2006,2799.6,6,39508187.1,0.549,0.451,0,52.7,,Parcel ID 2100051014,,2100051014,"2015, 2016, 2017, "
180 Longwood,Yes,Other,180 Longwood,2115,61540,138.7,,,Other,1920,611.2,9.9,8538318.6,0.362,0,0.513,8.6,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies Steam and Chilled Water for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered.  NSTAR provides electrical service.",,401872000,"2014, 2015, 2016, 2017, "
184-190 Commonwealth Ave,Yes,Multifamily Housing,184-190 Commonwealth Ave,2115,44432,76.4,64,,Multifamily Housing,1891,203.2,4.6,3394224.8,0.208,0.792,0,36,,,,501380000,"2017, "
School of Dental Medicine,Yes,Medical Office,188 Longwood Ave,2115,40251,218,7,,Medical Office,1909,605.9,15.1,8775618.2,0.294,0.002,0.49,34.6,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,401882000,"2015, 2016, 2017, "
New Dental Research Building,Yes,Laboratory,190 Longwood Ave,2115,70298,313.3,,,Laboratory,2005,1459.5,20.8,22021909.9,0.2,0,0.514,13.3,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,401882000,"2014, 2015, 2016, 2017, "
Charlesgate West Associates,Yes,Office,2 Charlesgate West,2115,46916,52.7,94,,"Office, Parking",1978,169.5,3.6,2471894.5,0.478,0.522,0,2.7,,,,504176001,"2016, 2017, "
FIFIELD,Municipal ,K-12 School,20 Dunbar,2115,31654,60.1,95,,K-12 School,1916,110.4,3.5,1903742.5,0.151,0.849,0,4.4,,,,1701736000,"2016, 2017, "
Museum of Fine Arts Parking Garage,Yes,Parking,20 Museum Rd,2115,163000,5.7,,,Parking,1987,79.6,0.5,931203.1,1,0,0,0.3,,,,401808000,"2014, 2016, 2017, "
Warren Alpert (WAB),Yes,Laboratory,200 Longwood Ave,2115,199440,440.6,,,"Laboratory, Parking",1992,6032.6,30.2,87874502.1,0.285,0.003,0.484,91.2,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. WAB building operates a 24/7 critical environment laboratory for scientific research.  ",,401882000,"2014, 2015, 2016, 2017, "
Armenise,Yes,Laboratory,210 Longwood Ave,2115,133645,193,,,Laboratory,1905,1748.9,13.1,25792638.5,0.31,0,0.361,57.9,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered",,401882000,"2014, 2015, 2016, 2017, "
The Midtown Hotel,Yes,Hotel,220 Huntington Avenue,2115,98468,68.5,93,,"Hotel, Parking, Swimming Pool",1961,487.5,5,6746586.9,0.363,0.286,0,68.4,,,,402304000,"2014, 2015, 2016, 2017, "
Goldenson,Yes,Laboratory,220 Longwood,2115,133445,225.7,,,Laboratory,1905,2066.9,15.5,30119587.5,0.304,0.001,0.437,23.5,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. Gas Meter is labeled for 230 Longwood Ave. ",,401882000,"2014, 2015, 2016, 2017, "
Church Park Apartments,Yes,Multifamily Housing,221 Massachusetts Avenue,2115,650000,54.8,73,,Multifamily Housing,1973,2342.5,3.6,35632957.6,0.391,0.609,0,21.6,,,,401425000,"2016, 2017, "
School of the Museum of Fine Arts,Yes,Other - Education,230 The Fenway,2115,110000,47.1,,,Other - Education,1987,422.7,3.8,5186329.6,0.878,0.122,0,8.4,,,,401806000,"2014, 2016, 2017, "
C Building,Yes,Laboratory,240 Longwood,2115,136368,210.8,,,Laboratory,1905,1999.9,14.7,28746311.8,0.455,0,0.144,46.1,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered.",,401882000,"2014, 2015, 2016, 2017, "
241 St. Botolph,Yes,College/University,241 St. Botolph Street,2115,60000,63.7,,,College/University,1905,252.3,4.2,3820085.1,0.4,0.6,0,9.8,,,,402281000,"2016, 2017, "
BrentonCorpLLC,Yes,Mixed Use Property,242-260 East Berkeley Street,2115,52520,15.7,,,"Bar/Nightclub, Manufacturing/Industrial Plant, Office, Restaurant",1880,70.4,1.3,823626.1,1,0,0,16.1,,,,"306602000, 306601000","2014, 2015, 2016, 2017, "
Isabella Stewart Gardner Museum,Yes,Museum,25 Evans Way,2115,70000,154.3,,,Museum,2011,842.7,12,10804451.5,0.77,0.23,0,47.9,,,,"401836000, 401838000, 401839000, 401840000","2014, 2015, 2016, 2017, "
Gordon Hall,Yes,Office,25 Shattuck St,2115,72877,144,4,,Office,1905,787.6,10.8,10493400.4,0.599,0,0.201,1.7,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,401882000,"2014, 2015, 2016, 2017, "
Seeley Mudd,Yes,Laboratory,250 Longwood,2115,91622,432.4,,,Laboratory,1977,2701.7,29.5,39620250.3,0.279,0,0.463,16.5,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. Seeley Mudd building operates a 24/7 critical environment laboratory for scientfic research.  ",,401882000,"2014, 2015, 2016, 2017, "
Hemenway Park Drive LLC,Yes,Multifamily Housing,26 Hemenway Street,2115,87320,,,,Multifamily Housing,1940,  ,,  ,0,0,0,,,,,401397000,"2017, "
Tosteson Medical Education Center (TMEC),Yes,College/University,260 Longwood Ave,2115,180027,221.8,,,College/University,1905,2670.1,14.8,39937049.3,0.21,0,0.532,0.6,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,401882000,"2014, 2015, 2016, 2017, "
Huntington Plaza,Yes,Mixed Use Property,263-289 Huntington Avenue,2115,87751,132.4,60,,"Office, Restaurant, Retail Store",1927,822.8,9.4,11618740.6,0.548,0.452,0,42.1,,"263	Huntington Ave	0401484000281   Huntington Ave  0401485000 	",,401484,"2016, 2017, "
Isabella Stewart Gardner Museum,Yes,Museum,280 the Fenway,2115,63000,96.2,,,Museum,1903,364.1,5.8,6058531.8,0.216,0.784,0,,,The water used in this building is metered through building identified as Portfolio Manager Property ID: 4040564. We only have one water main for the entire campus. ,,401837000,"2014, 2015, 2016, 2017, "
Jordan Hall,Yes,College/University,290 Huntington Ave,2115,143000,65.8,,,College/University,1867,634.5,4.4,9405965.4,0.444,0.556,0,10.3,,,,402246001,"2016, 2017, "
BMR-Blackfan Circle LLC,Yes,Laboratory,3 Blackfan Circle,2115,761369,435.5,,,"Laboratory, Parking, Restaurant",2008,21833.3,28.7,331611604.1,0.394,0.606,0,46.5,,"Number of occupants and number of computers is estimated.The parking garage under the building is included in the whole building electricity data and uses an estimated 356,000 kWh per year. The parking garage is also a condominium and is lot number 0401853020.",,401853022,"2014, 2015, 2016, 2017, "
Norway Housing: Norway - Hemenway,Voluntary,Multifamily Housing,30 Hemenway Street,2115,31104,86.6,68,,Multifamily Housing,1978,203.7,6.6,2693336.6,0.201,0.039,0,41.6,,30 Hemenway Parcel ID 0401396000 not on CBL but has more than 35 apartments.,,401396000,"2017, "
Boston Children's Hospital,Yes,Other - Specialty Hospital,300 Longwood Ave,2115,2264503,484,,,"Other, Other - Specialty Hospital, Parking",1914,74798.1,33,1095909779,0.223,0,0.474,25.1,,"Boston Children's Hospital is composed of numerous buildings constructed between 1914 through 2015. This is as of May 1, 2015CHB MAIN property increased sq ft during 2014 by 117,345,  this is included in the total sq ft for CHB MAIN",,"401851000, 401853100, 401870000, 401886000, 401894000, 401895000, 401990000","2014, 2015, 2016, 2017, "
Horticultural Hall,Yes,Office,300 Mass AVe,2115,65700,45.6,80,,Office,1901,256.2,3.9,2997979.8,1,0,0,9.7,,,,401160000,"2016, 2017, "
Academic Campus,Yes,College/University,300 The Fenway,2115,551300,139.4,,,"College/University, Parking",1904,4857.4,8.8,76835503.4,0.429,0.571,0,16.5,,,,401842000,"2017, "
BB/OP/12SS: 31 Burbank Street,Yes,Multifamily Housing,31 Burbank Street,2115,40461,83.1,74,,Multifamily Housing,1899,197.5,4.9,3361452.5,0.175,0.825,0,41.9,,,,401440000,"2017, "
YMCA of Greater Boston - Huntington,Yes,Fitness Center/Health Club/Gym,316 Huntington Avenue,2115,100961,191.8,,,"Fitness Center/Health Club/Gym, Swimming Pool",2014,1230.4,12.2,19359876.6,0.323,0.677,0,68.7,,"Renovations were completed in October 2014. The property was fully operational during the 2014 calendar year. Energy usage for shared facilities with Northeastern University was split accordingly.Energy meter ""Natural Grid Gas 430"" contains estimated values due to billing covering more than one period. Monthly consumption was distributed evenly among the billing periods.Energy meters ""Boston Water & Sewer Commission 00"" and ""Boston Water & Sewer Commission 02"" contain estimated values due to a reversal in the monthly consumption billed.",,0402245045 0402245042,"2015, 2016, 2017, "
Boston Architectural College,Yes,Office,320 Newbury Street,2115,49494,121.4,71,,Office,1965,442.6,8.9,6007457.9,0.471,0.127,0.401,14.9,,,,503062000,"2016, 2017, "
Merck MRL Boston,Yes,Laboratory,33 Avenue Louis PAsteur,2115,405163,429.3,,,"Laboratory, Parking",2004,12749.3,31.5,173930775.6,0.364,0.003,0.633,39.7,,,,401847020,"2014, 2015, 2016, 2017, "
Residence Hall,Yes,College/University,33 Gainsborough Street,2115,54000,128.8,,,College/University,1956,411,7.6,6953689,0.185,0.815,0,35.9,,,,402282000,"2016, 2017, "
333 Longwood,Yes,Office,333 Longwood Avenue,2115,99645,104,75,2011,"Financial Office, Office, Parking, Retail Store",1989,767.3,7.7,10363905.5,0.652,0,0,11.2,,,,01855-000,"2014, 2016, 2017, "
Symphony West: 333 Massachusetts Ave,Yes,Multifamily Housing,333 Massachusetts Ave,2115,174779,71.5,52,,Multifamily Housing,1978,826.8,4.7,12491157,0.405,0.595,0,36.2,,,,402277000,"2016, 2017, "
Symphony East: 334 Massachusetts Ave,Yes,Multifamily Housing,334 Massachusetts Ave,2115,154105,51.4,83,,Multifamily Housing,1978,546.8,3.5,7919019.4,0.493,0.507,0,39.5,,,,402295000,"2016, 2017, "
337 Huntington Avenue,Yes,College/University,337 Huntington Avenue,2115,50023,68,,,College/University,1923,188,3.8,3403327.4,0.066,0.934,0,32.4,,,,401679000,"2015, 2016, 2017, "
Feldberg Garage,Yes,Parking,340 Brookline Ave,2115,159333,4.7,,,Parking,1975,70.2,0.4,752390.4,1,0,0,,,,,401862020,"2014, 2015, 2016, 2017, "
351 Mass Ave,Yes,Multifamily Housing,351 Mass Ave,2115,46200,115.5,33,,Multifamily Housing,1899,318.7,6.9,5338171.9,0.204,0.796,0,69.5,,,,402270000,"2015, 2016, 2017, "
Susan Bailis Assisted Living,Yes,Senior Care Community,352 Mass ave,2115,60000,,,,"Parking, Retail Store, Senior Care Community",2003,  ,,  ,0,0,0,,,,,402350010,"2015, 2017, "
Northeastern University Big Campus,Yes,College/University,360 Huntington Avenue,2115,4699442,142.2,,,College/University,1956,44930.4,9.1,699902203.9,0.343,0.657,0,29.7,,,,"401620000, 401676000, 401680000, 401753000, 402128010, 402129000, 402222010, 402236000, 402244010, 402245030, 402245034, 402248000, 402262000, 901340000","2014, 2015, 2016, 2017, "
360 Newbury Condo Trust2,Yes,Multifamily Housing,360 Newbury Street 4th floor,2115,125000,50.5,34,,Multifamily Housing,1913,488.6,3.9,6317133,0.749,0.251,0,19.8,,,,503045010,"2016, 2017, "
Commonwealth Condominium,Yes,Multifamily Housing,362-366 Commonwealth Ave,2115,62000,66.3,78,,Multifamily Housing,1889,247.6,4,4110532.3,0.22,0.78,0,29.7,,Gross floor area was estimated using the total rentable area plus common areas.,,503015000,"2015, 2016, 2017, "
The MASCO Building,Yes,Office,375 Longwood Avenue,2115,83307,121.6,,,"Office, Pre-school/Daycare, Restaurant, Retail Store",1992,753.2,9,10127540.7,0.657,0.343,0,22.8,,,,1996100,"2014, 2015, 2016, 2017, "
38 Hemenway,Yes,Multifamily Housing,38 Hemenway Street,2115,35100,70.3,95,,Multifamily Housing,1920,144.5,4.1,2466743.1,0.169,0.831,0,41.2,,,,401395000,"2016, 2017, "
Cardinal Cushing Library,Yes,Library,398 The Fenway,2115,51782,95.9,,,Library,1964,333.6,6.4,4966107.3,0.435,0.565,0,11.2,,"Main reading room, computer lab, classrooms, faculty and staff office spaces.Between October 2014 and January 2015, we upgraded 486 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 90,000 kWh in this building.",http://www.emmanuel.edu/discover-emmanuel/campus/sustainability/campus-initiatives.html,401847000,"2014, 2015, 2016, 2017, "
Harvard Institutes of Medicine (HIM),Yes,Laboratory,4 Blackfan St,2115,295537,451.8,,,Laboratory,1992,9130.7,30.9,133512326.8,0.289,0,0.454,132.3,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies Steam and Chilled Water for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered.  NSTAR provides electrical service.HIM building operates a 24/7 critical environment laboratory for scientfic research.  ",,401849000,"2014, 2015, 2016, 2017, "
Bosbh-Boston Hilton Back Bay,Yes,Hotel,40 Dalton Street,2115,393752,67.7,69,,Hotel,2007,2039.5,5.2,26662920.2,0.604,0.106,0.29,44.2,,,,401327000,"2015, 2016, 2017, "
TDC III: 400 Mass Ave,Yes,Multifamily Housing,400 Massachusetts Avenue,2115,60000,44,100,,Multifamily Housing,1990,151.7,2.5,2640289.6,0.134,0.866,0,37.6,,,,900740000,"2017, "
Administration Building/Wilkens Science Center,Yes,College/University,400 The Fenway,2115,166153,160.9,,,"College/University, Data Center, Parking",1919,1777.8,10.7,26734261.1,0.414,0.586,0,20.3,,"Two buildings sharing utility meters. Building contains classrooms, science labs, office spaces, parking as well as a small dining hall.Gross square footage includes 56,712 square feet for parking garage.",,401847000,"2014, 2015, 2016, 2017, "
Julie Hall,Yes,Residence Hall/Dormitory,400 The Fenway,2115,53826,40.5,98,,Residence Hall/Dormitory,1958,134.8,2.5,2182064.1,0.268,0.732,0,16.2,,"Julie Hall was razed in June 2016. A new residential hall will be built in its place and is scheduled to open August 2018. Julie Hall get electricity from MATEP rather than NSTAR.Between October 2014 and January 2015, we upgraded 144 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 50,000 kWh in this building.",,401862030,"2014, 2015, 2016, 2017, "
Jean Yawkey Center/Marian Hall,Yes,College/University,400R The Fenway,2115,87877,191,,,"College/University, Parking",1954,1094.1,12.5,16782829.8,0.374,0.626,0,22.1,,"Building contains gymnasium, fitness center, dining hall, classrooms, office spaces and parking.Gross square footage includes 33,600 square feet for parking garage.Between October 2014 and January 2015, we upgraded 413 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 184,000 kWh in these buildings.",http://www.emmanuel.edu/discover-emmanuel/campus/sustainability/campus-initiatives.html,401847000,"2014, 2015, 2016, 2017, "
Waldorf Associates LLC,Yes,Multifamily Housing,41 43 Edgerly Road,2115,21402,,,,Multifamily Housing,1921,    ,0,  ,0,0,0,,,,,401409000,"2017, "
416 Marlborough Street Condominium Trust,Yes,Multifamily Housing,41 6 Marlborough Street,2115,78100,48.2,75,,Multifamily Housing,1988,271,3.5,3766014.2,0.583,0.417,0,40.2,,,,503596000,"2015, 2016, 2017, "
Emmanuel College,Yes,Medical Office,41 Avenue Louis Pasteur,2115,50000,189.8,3,,"Medical Office, Parking",1948,624.2,12.5,9491353.6,0.391,0.609,0,16.8,,,,401847015,"2017, "
CO/GLC 6130007/41 BELVIDERE ST/BOSTON/MA,Yes,Office,41 BELVIDERE ST,2115,119288,213.7,1,,Office,1905,2098.8,17.6,25492177.5,0.904,0.096,0,24,,,,401314000,"2015, 2016, 2017, "
Symphony Court Condo,Yes,Multifamily Housing,41 Westland Ave,2115,72000,56.4,24,,Multifamily Housing,1960,303,4.2,4057808.6,0.667,0.333,0,19.1,,,,401482000,"2015, 2016, 2017, "
St. Ann Hall,Yes,Residence Hall/Dormitory,410 The Fenway,2115,49803,64.8,80,,Residence Hall/Dormitory,1962,203,4.1,3227483.2,0.303,0.697,0,34.4,,"In August 2014, we replaced an aging boiler with a high-efficiency condensing boiler.Between October 2014 and January 2015, we upgraded 215 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 73,000 kWh in this building.",http://www.emmanuel.edu/discover-emmanuel/campus/sustainability/campus-initiatives.html,401847000,"2014, 2015, 2016, 2017, "
Loretto Hall,Yes,Residence Hall/Dormitory,420 The Fenway,2115,57190,70.3,79,,Residence Hall/Dormitory,1964,246.5,4.3,4022599.4,0.252,0.748,0,35.3,,"Between October 2014 and January 2015, we upgraded 267 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 85,000 kWh in this building.",http://www.emmanuel.edu/discover-emmanuel/campus/sustainability/campus-initiatives.html,401847000,"2014, 2015, 2016, 2017, "
Westland Ave Garage,Yes,Supermarket/Grocery Store,43 Westland Ave,2115,18175,335.3,24,,"Parking, Supermarket/Grocery Store",1978,480.2,26.4,6094492.1,0.794,0.206,0,94.8,,,,401460000,"2017, "
St. Joseph Hall,Yes,Residence Hall/Dormitory,430 The Fenway,2115,94450,42.6,89,,Residence Hall/Dormitory,1966,270.2,2.9,4022853.6,0.434,0.566,0,40,,"Between October 2014 and January 2015, we upgraded 394 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 135,000 kWh in this building.The gas meter was broken between August, 2015 - January, 2016. Therefore, the usage amounts are estimated based on the monthly charges. ",http://www.emmanuel.edu/discover-emmanuel/campus/sustainability/campus-initiatives.html,401847000,"2014, 2015, 2016, 2017, "
Parking Garage,Yes,Parking,45 Avenue Louis Pasteur,2115,50000,6.8,,,Parking,1948,29,0.6,339352.6,1,0,0,,,,,401847015,"2017, "
LHRRB,Yes,Laboratory,45 Shattuck St,2115,66053,381.8,,,Laboratory,1977,1681.8,25.5,25219343.9,0.32,0,0.256,22.9,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,401882000,"2014, 2015, 2016, 2017, "
